COMPANION_SEQ,TRAVEL_ID,REL_CD,COMPANION_GENDER,COMPANION_AGE_GRP,COMPANION_SITUATION
3,e_e012240,7,2,4,3
2,e_e012240,7,2,4,1
4,e_e012240,7,2,4,3
1,e_e012246,8,1,3,3
2,e_e012264,5,2,3,1
1,e_e012264,3,2,6,1
1,e_e012268,8,1,3,1
2,e_e012305,9,2,7,1
1,e_e012305,2,2,2,1
1,e_e012344,8,2,3,3
1,e_e012346,7,2,3,1
1,e_e012349,3,2,6,1
1,e_e012389,8,1,3,1
1,e_e012429,8,1,4,1
1,e_e012514,1,1,5,1
3,e_e012514,3,2,8,1
5,e_e012514,2,1,1,1
2,e_e012514,3,1,8,1
4,e_e012514,2,1,1,1
1,e_e012554,1,1,3,1
1,e_e012583,8,1,4,1
1,e_e012622,8,1,3,1
1,e_e012636,5,2,4,1
2,e_e012694,10,1,3,1
4,e_e012694,10,2,3,1
1,e_e012694,10,1,3,1
3,e_e012694,10,2,3,1
5,e_e012694,7,2,3,1
1,e_e012760,5,2,2,1
3,e_e012761,2,2,1,1
2,e_e012761,2,2,2,1
1,e_e012761,1,1,4,1
1,e_e012805,8,1,3,1
1,e_e012976,7,2,3,3
2,e_e013029,3,2,7,1
1,e_e013029,3,1,7,1
3,e_e013029,5,2,4,1
1,e_e013030,1,2,5,1
3,e_e013030,2,1,2,1
2,e_e013030,2,1,2,1
2,e_e013055,2,1,1,1
1,e_e013055,1,1,5,1
1,e_e013062,8,2,3,1
1,e_e013063,8,1,4,1
1,e_e013131,1,2,4,1
3,e_e013131,2,1,1,1
2,e_e013131,2,1,1,1
2,f_f000038,7,1,5,1
1,f_f000038,7,1,5,1
1,f_f000041,3,2,6,1
1,f_f000458,1,1,5,1
2,f_f000458,2,2,1,1
1,f_f003663,7,2,3,1
1,f_f006366,2,2,1,1
1,f_f006622,1,2,5,1
3,f_f006622,2,1,1,1
2,f_f006622,2,1,1,1
1,g_g000018,1,1,5,1
3,g_g000018,2,1,2,1
2,g_g000018,2,1,2,1
1,g_g003294,1,1,4,1
1,g_g005600,2,2,1,1
1,g_g010556,8,1,4,1
1,h_h003275,1,2,5,1
3,h_h003275,2,2,1,1
2,h_h003275,2,1,2,1
1,e_e000308,1,1,4,1
1,e_e000337,9,2,4,1
2,e_e000391,2,2,2,1
1,e_e000391,1,1,4,1
3,e_e000391,2,2,1,1
2,e_e000394,2,1,2,1
1,e_e000394,1,1,5,1
1,e_e000431,1,1,5,1
3,e_e000431,5,2,5,3
5,e_e000431,6,1,2,3
2,e_e000431,2,1,2,1
4,e_e000431,6,1,5,3
1,e_e000459,5,2,4,1
1,e_e000471,7,2,5,2
1,e_e000478,1,1,4,1
2,e_e000478,2,1,1,1
1,e_e000537,1,2,4,1
1,e_e000538,1,1,5,1
3,e_e000538,2,1,1,1
2,e_e000538,2,1,1,1
1,e_e000568,8,1,3,1
1,e_e000573,1,2,6,1
1,e_e000589,7,2,3,1
1,e_e000592,3,2,7,1
1,e_e000614,8,1,4,3
2,e_e000652,2,2,1,1
1,e_e000652,1,2,5,1
1,e_e000656,1,2,4,1
3,e_e000656,2,1,1,1
2,e_e000656,2,2,1,1
1,e_e000665,8,1,3,1
1,e_e000742,1,2,4,1
1,e_e000749,7,2,3,1
2,e_e000753,2,2,1,1
4,e_e000753,3,2,7,3
1,e_e000753,1,2,4,1
3,e_e000753,3,1,8,3
1,e_e000769,1,1,4,1
2,e_e000769,2,2,1,1
1,e_e000776,7,2,4,1
1,e_e000843,1,2,5,1
3,e_e000843,2,2,2,1
2,e_e000843,2,2,2,1
1,e_e000853,1,2,4,1
2,e_e000853,2,2,1,1
1,e_e000880,1,1,4,1
1,e_e000920,5,2,4,3
2,e_e000944,2,1,1,1
1,e_e000944,1,1,4,1
9,e_e000963,7,2,5,3
2,e_e000963,2,2,2,1
4,e_e000963,2,1,1,1
6,e_e000963,7,2,5,3
8,e_e000963,7,2,5,3
1,e_e000963,1,2,5,1
3,e_e000963,2,1,2,1
5,e_e000963,7,1,5,3
7,e_e000963,7,1,5,3
2,e_e001003,2,1,1,1
1,e_e001003,1,1,4,1
1,e_e001038,8,1,3,1
2,e_e001042,5,2,5,1
1,e_e001042,2,1,1,1
3,e_e001042,6,2,1,1
1,e_e001055,8,2,3,1
1,e_e001077,2,2,4,1
1,e_e001153,1,1,4,1
2,e_e001153,2,1,1,1
2,e_e001187,2,1,1,1
1,e_e001187,1,1,4,1
1,e_e001208,3,2,6,1
2,e_e001258,2,1,2,1
1,e_e001258,1,1,5,1
3,e_e001258,2,1,2,1
1,e_e001294,8,1,3,1
1,e_e001300,3,2,6,1
2,e_e001379,2,1,1,1
4,e_e001379,7,1,4,3
6,e_e001379,7,2,4,3
8,e_e001379,7,2,1,3
1,e_e001379,1,2,4,1
3,e_e001379,7,1,4,3
5,e_e001379,7,1,1,3
7,e_e001379,7,2,5,3
2,e_e001399,2,1,1,1
1,e_e001399,1,2,4,1
4,e_e001486,7,1,4,3
6,e_e001486,7,2,4,3
1,e_e001486,1,1,4,1
3,e_e001486,7,1,4,3
5,e_e001486,7,2,4,3
2,e_e001486,2,1,1,1
1,e_e001496,5,1,4,1
3,e_e001496,3,2,7,1
5,e_e001496,6,1,1,1
7,e_e001496,2,1,1,1
2,e_e001496,6,2,4,1
4,e_e001496,1,1,5,1
6,e_e001496,6,1,1,1
1,e_e001555,7,2,3,1
1,e_e001575,1,1,4,1
1,e_e001925,8,2,4,3
1,e_e001985,8,1,4,1
1,e_e002010,8,2,3,3
1,e_e002028,8,2,3,1
1,e_e002039,1,1,5,1
1,e_e002078,1,2,4,1
1,e_e002083,8,1,3,1
1,e_e002100,1,1,6,1
1,e_e002112,1,1,4,1
1,e_e002114,2,2,1,1
1,e_e002146,8,1,4,1
1,e_e002180,1,1,5,1
2,e_e002180,2,2,1,1
1,e_e002190,2,2,2,2
1,e_e002191,2,2,1,1
2,e_e002335,2,2,3,1
1,e_e002335,1,1,7,1
2,e_e002337,6,1,6,1
4,e_e002337,5,1,3,1
1,e_e002337,4,2,8,1
3,e_e002337,6,2,5,1
1,e_e002343,1,1,4,1
1,e_e002353,7,2,3,1
1,e_e002360,1,1,4,1
3,e_e002360,7,2,4,3
5,e_e002360,7,1,4,3
2,e_e002360,7,2,3,3
4,e_e002360,7,1,4,3
1,e_e002362,1,1,8,1
1,e_e002370,8,2,4,1
1,e_e002388,1,2,5,1
3,e_e002388,2,1,2,1
2,e_e002388,2,1,1,1
1,e_e002390,1,1,4,1
1,e_e002403,3,2,7,2
1,e_e002443,8,2,3,1
2,e_e002485,2,1,1,1
1,e_e002485,1,1,4,1
3,e_e002485,2,2,1,1
1,e_e002510,7,2,4,1
1,e_e002664,1,2,4,1
2,e_e002664,2,1,1,1
1,e_e002783,8,2,4,1
1,e_e002790,8,1,3,1
3,e_e003119,7,2,3,1
2,e_e003119,7,1,3,1
1,e_e003119,8,1,3,1
3,e_e003171,2,1,2,1
2,e_e003171,2,2,2,1
1,e_e003171,1,1,5,1
1,e_e003177,9,1,3,1
1,e_e003182,1,1,4,1
2,e_e003182,2,2,1,1
2,e_e003255,7,1,3,3
1,e_e003255,8,2,3,1
3,e_e003255,7,1,3,3
1,e_e003306,8,1,3,3
1,e_e003315,8,2,3,1
1,e_e003320,7,2,3,1
1,e_e003340,7,2,3,1
1,e_e003345,8,1,3,1
1,e_e003358,8,1,3,1
1,e_e003359,8,2,3,1
2,e_e003367,7,2,3,3
1,e_e003367,7,2,3,1
1,e_e003437,1,1,5,1
1,e_e003464,1,2,7,1
1,e_e003503,8,2,3,1
1,e_e003513,7,1,3,1
3,e_e003513,7,2,3,1
5,e_e003513,7,2,3,1
2,e_e003513,7,1,3,1
4,e_e003513,7,2,3,1
2,e_e003537,2,1,2,1
1,e_e003537,1,1,5,1
3,e_e003537,2,2,1,1
2,e_e003543,2,2,2,1
1,e_e003543,2,1,2,1
1,e_e003544,1,2,4,1
1,e_e003551,8,1,3,1
1,e_e003592,8,2,4,1
1,e_e003601,7,1,3,3
1,e_e003623,8,2,3,1
2,e_e003644,2,2,1,1
1,e_e003644,2,2,1,1
1,e_e003645,7,2,3,1
1,e_e003651,8,2,3,1
1,e_e003662,8,1,4,1
1,e_e003692,8,1,3,3
2,e_e003695,7,2,5,1
1,e_e003695,7,2,5,1
2,e_e003714,9,1,5,2
1,e_e003714,9,1,5,2
1,e_e003750,2,2,1,1
5,e_e003750,11,2,1,2
3,e_e003750,7,2,4,1
7,e_e003750,11,2,1,2
2,e_e003750,7,2,4,1
6,e_e003750,11,2,1,2
4,e_e003750,9,1,4,2
2,e_e003869,2,2,3,1
1,e_e003869,1,2,6,1
1,e_e003872,1,2,6,1
1,e_e003875,2,2,4,1
1,e_e003876,5,2,6,3
1,e_e003884,8,1,3,1
1,e_e003910,1,1,4,1
2,e_e003921,2,1,2,1
1,e_e003921,1,2,4,1
3,e_e003921,2,2,2,1
1,e_e003938,1,1,4,1
1,e_e003948,8,1,3,1
2,e_e003952,2,2,1,1
1,e_e003952,1,1,3,1
1,e_e003953,3,2,6,1
1,e_e003957,5,1,3,3
2,e_e003957,7,2,4,3
1,e_e004018,8,2,3,1
1,e_e004023,1,1,6,1
3,e_e004023,3,2,8,1
5,e_e004023,5,1,5,1
7,e_e004023,5,2,5,1
9,e_e004023,6,2,1,1
2,e_e004023,3,1,8,1
4,e_e004023,5,1,5,1
6,e_e004023,5,2,5,1
8,e_e004023,6,2,2,1
1,e_e004118,8,2,3,1
5,e_e004140,3,2,7,3
2,e_e004140,2,1,1,1
4,e_e004140,3,1,7,3
6,e_e004140,5,1,4,3
1,e_e004140,1,2,4,1
3,e_e004140,2,2,1,1
1,e_e004215,7,2,4,3
1,e_e004233,6,2,6,1
1,e_e004320,5,2,4,1
1,e_e004379,8,2,3,1
1,e_e004387,8,1,3,1
1,e_e004481,8,2,3,1
1,e_e004500,1,2,4,1
2,e_e004603,2,2,1,1
1,e_e004603,1,1,5,1
1,e_e004637,2,2,1,1
2,e_e004637,5,2,4,1
1,e_e004649,8,2,3,1
1,e_e004777,8,1,3,1
2,e_e004820,2,2,2,1
1,e_e004820,1,2,5,1
3,e_e004820,2,2,1,1
2,e_e004926,2,1,1,1
1,e_e004926,1,1,4,1
1,e_e004932,8,1,4,1
1,e_e005259,8,1,4,1
1,e_e005289,8,1,4,3
2,e_e005336,2,2,2,1
1,e_e005336,2,2,2,1
2,e_e005387,7,2,4,1
1,e_e005387,2,1,1,1
3,e_e005387,11,1,1,1
1,e_e005451,7,2,3,1
2,e_e005463,2,2,1,1
4,e_e005463,5,2,5,1
6,e_e005463,6,1,2,1
1,e_e005463,1,2,4,1
3,e_e005463,2,1,1,1
5,e_e005463,6,1,5,1
1,e_e005467,8,1,3,1
1,e_e005525,8,1,4,1
1,e_e005549,1,1,5,1
2,e_e005558,2,1,2,1
1,e_e005558,1,1,4,1
1,e_e005634,8,1,4,1
1,e_e005756,1,1,4,1
1,e_e005777,7,2,3,1
1,e_e005841,8,1,4,1
2,e_e005887,3,2,6,1
4,e_e005887,5,1,2,1
1,e_e005887,3,1,6,1
3,e_e005887,5,2,3,1
1,e_e005905,1,2,4,1
3,e_e005905,3,2,8,1
2,e_e005905,3,1,8,1
1,e_e005925,7,1,3,2
2,e_e005925,7,1,3,1
1,e_e005949,1,1,5,1
3,e_e005949,2,2,1,1
2,e_e005949,2,1,1,1
2,e_e006013,2,2,1,1
1,e_e006013,1,2,4,1
1,e_e006146,8,2,3,1
1,e_e006149,1,1,4,1
1,e_e006418,1,1,4,1
2,e_e006418,2,2,1,1
1,e_e006441,2,2,3,1
2,e_e006485,2,2,1,1
1,e_e006485,1,1,4,1
1,e_e006538,3,2,6,1
1,e_e006568,8,2,3,3
2,e_e006784,2,2,5,1
1,e_e006784,1,1,5,1
1,e_e006832,2,1,1,1
1,e_e006838,1,1,4,1
2,e_e006878,2,2,1,1
1,e_e006878,1,1,4,1
3,e_e006878,2,2,1,1
1,e_e007157,3,2,6,1
2,e_e007157,5,2,4,3
1,e_e007171,8,1,3,1
1,e_e007177,1,1,4,1
3,e_e007177,2,1,1,1
2,e_e007177,2,2,1,1
1,e_e007250,8,1,3,1
1,e_e007264,2,2,3,3
1,e_e007276,7,1,3,1
1,e_e007308,8,2,3,3
1,e_e007330,1,1,4,1
2,e_e007330,2,2,1,1
1,e_e007333,3,2,7,1
1,e_e007363,7,2,3,1
1,e_e007411,7,2,3,2
1,e_e007423,2,2,1,1
1,e_e007476,5,1,3,1
2,e_e007514,2,2,1,1
1,e_e007514,1,1,5,1
1,e_e007520,1,2,4,1
1,e_e007553,2,2,1,1
1,e_e007587,6,2,2,1
1,e_e007608,3,2,6,1
1,e_e007654,7,2,3,1
2,e_e007654,7,2,3,1
1,e_e007655,7,1,3,1
1,e_e007664,3,1,7,1
2,e_e007664,3,2,6,1
1,e_e007675,8,1,3,1
1,e_e007722,8,1,4,1
1,e_e007734,7,1,3,3
2,e_e007734,7,1,3,3
1,e_e007747,8,1,3,1
1,e_e007751,8,1,4,3
1,e_e007776,7,2,4,3
1,e_e007795,1,2,4,1
3,e_e007795,2,1,1,1
2,e_e007795,2,2,2,1
1,e_e007813,1,1,4,1
2,e_e007813,2,2,2,1
1,e_e007840,1,1,4,1
3,e_e007840,2,2,1,1
2,e_e007840,2,2,1,1
13,e_e007843,7,2,1,1
2,e_e007843,2,2,1,1
4,e_e007843,7,1,5,1
6,e_e007843,7,2,5,1
8,e_e007843,7,2,4,1
10,e_e007843,7,2,1,1
12,e_e007843,7,2,1,1
14,e_e007843,7,2,4,1
1,e_e007843,1,1,5,1
3,e_e007843,7,1,5,1
5,e_e007843,7,1,5,1
7,e_e007843,7,2,5,1
9,e_e007843,7,2,1,1
11,e_e007843,7,2,1,1
1,e_e007846,7,2,5,1
3,e_e007846,7,2,5,3
2,e_e007846,7,2,5,3
2,e_e007854,1,1,6,1
1,e_e007854,2,2,3,1
2,e_e007865,2,2,2,1
1,e_e007865,2,2,2,1
1,e_e007873,7,1,3,1
1,e_e007887,7,2,3,1
3,e_e007887,7,2,3,1
2,e_e007887,7,2,3,1
4,e_e007887,7,2,3,1
1,e_e007888,8,2,3,1
1,e_e007918,8,1,3,1
1,e_e007984,1,1,4,1
2,e_e008013,7,2,3,1
1,e_e008013,7,2,3,1
1,e_e008034,8,1,3,1
1,e_e008086,8,1,3,1
1,e_e008106,7,2,4,3
3,e_e008106,7,2,4,3
2,e_e008106,7,2,4,3
1,e_e008123,8,1,4,1
1,e_e008306,1,1,4,1
2,e_e008306,2,1,1,1
1,e_e008460,7,2,3,1
1,e_e008623,8,1,4,1
1,e_e008679,6,2,2,3
1,e_e008743,8,1,4,3
1,e_e008754,8,2,3,1
1,e_e008788,7,2,4,1
1,e_e008879,8,1,4,1
1,e_e009153,8,2,3,1
1,e_e009313,5,1,2,1
2,e_e009313,5,1,2,1
2,e_e009599,7,2,3,3
1,e_e009599,7,2,3,1
1,e_e009606,1,1,4,1
2,e_e009606,2,2,1,1
2,e_e009635,2,2,1,1
1,e_e009635,1,1,5,1
1,e_e009657,7,2,3,1
1,e_e009658,8,2,4,1
1,e_e010112,7,2,3,1
1,e_e010116,7,1,3,1
1,e_e010209,8,1,3,1
1,e_e010224,8,1,3,1
1,e_e010234,3,1,7,1
3,e_e010234,5,2,3,1
2,e_e010234,3,2,6,1
1,e_e010292,8,1,4,1
2,e_e010344,2,1,1,1
1,e_e010344,1,1,4,1
1,e_e010362,1,2,4,1
1,e_e010388,7,1,3,1
1,e_e010470,8,2,3,1
1,e_e010518,8,1,3,1
1,e_e010606,8,2,3,1
1,e_e010711,8,1,4,1
1,e_e010748,7,2,3,1
1,e_e010750,8,1,3,1
1,e_e010982,8,1,3,1
1,e_e011158,1,1,4,1
1,e_e011189,8,1,3,1
1,e_e011206,8,1,4,1
1,e_e011233,8,1,3,1
1,e_e011310,8,1,3,1
1,e_e011358,8,1,3,1
2,e_e011461,2,1,1,1
1,e_e011461,1,1,5,1
1,e_e011738,7,2,3,1
1,e_e012031,8,1,4,1
1,e_e012072,8,2,3,1
1,e_e012372,8,2,3,1
1,e_e012444,7,1,3,1
1,f_f006339,8,2,3,1
