COMPANION_SEQ,TRAVEL_ID,REL_CD,COMPANION_GENDER,COMPANION_AGE_GRP,COMPANION_SITUATION
2,e_e004225,7,1,4,3
4,e_e004225,7,2,4,3
6,e_e004225,7,2,4,3
1,e_e004228,8,2,3,1
2,e_e004230,3,1,7,3
4,e_e004230,5,1,3,3
1,e_e004230,1,1,4,1
3,e_e004230,3,2,7,3
1,e_e004234,10,1,5,1
2,e_e004237,2,2,1,1
1,e_e004237,1,2,4,1
2,e_e004238,2,2,1,1
1,e_e004238,1,1,4,1
1,e_e004240,5,2,3,3
2,e_e004243,7,2,3,3
1,e_e004243,7,2,3,1
1,e_e004245,8,1,4,3
1,e_e004247,7,2,3,1
2,e_e004251,9,2,4,1
4,e_e004251,9,2,3,1
6,e_e004251,9,1,4,1
1,e_e004251,9,1,4,1
3,e_e004251,9,2,4,1
5,e_e004251,9,1,3,1
7,e_e004251,9,2,3,1
1,e_e004254,8,2,3,1
3,e_e004256,2,2,3,1
2,e_e004256,2,2,3,1
1,e_e004256,1,1,6,1
1,e_e004268,8,2,4,3
1,e_e004281,7,2,3,3
1,e_e004291,8,1,3,3
2,e_e004294,2,2,1,1
4,e_e004294,2,1,1,1
1,e_e004294,1,2,4,1
3,e_e004294,2,2,1,1
1,e_e004300,7,1,3,1
1,e_e004304,8,2,4,3
2,e_e004309,2,1,5,1
1,e_e004309,1,1,8,1
1,e_e004310,8,2,4,1
2,e_e004310,11,2,7,1
1,e_e004315,8,2,3,1
1,e_e004317,3,1,7,1
1,e_e004324,1,1,4,1
1,e_e004326,3,2,6,1
2,e_e004326,5,2,3,2
1,e_e004333,1,1,6,1
1,e_e004338,3,2,7,1
1,e_e004340,8,1,4,1
1,e_e004341,8,1,3,1
1,e_e004349,8,1,3,1
1,e_e004354,7,2,4,1
1,e_e004357,8,2,3,1
1,e_e004369,7,2,3,1
1,e_e004371,7,2,4,1
1,e_e004372,8,1,3,1
2,e_e004380,2,2,1,1
1,e_e004380,1,1,5,1
3,e_e004380,2,1,1,1
2,e_e004384,9,2,4,1
1,e_e004384,9,2,4,1
1,e_e004391,2,1,1,1
1,e_e004392,8,2,3,3
1,e_e004393,7,2,3,1
1,e_e004395,7,2,4,1
1,e_e004396,1,2,5,1
3,e_e004396,2,2,2,1
2,e_e004396,2,2,1,1
1,e_e004398,8,2,3,3
1,e_e004415,8,2,3,1
2,e_e004416,7,1,3,1
1,e_e004416,7,1,3,1
2,e_e004421,2,1,1,1
1,e_e004421,1,1,4,1
3,e_e004422,2,2,2,1
5,e_e004422,3,2,8,3
7,e_e004422,5,2,5,3
2,e_e004422,2,1,1,1
4,e_e004422,3,1,8,3
6,e_e004422,5,1,5,3
1,e_e004422,1,1,5,1
1,e_e004423,1,2,6,1
1,e_e004432,2,2,2,1
1,e_e004434,7,2,4,1
1,e_e004443,8,1,3,1
1,e_e004447,2,2,3,1
2,e_e004449,3,2,7,1
4,e_e004449,2,1,1,1
1,e_e004449,1,1,4,1
3,e_e004449,2,1,1,1
1,e_e004455,7,1,3,3
3,e_e004455,7,1,3,3
5,e_e004455,7,2,3,3
2,e_e004455,7,1,3,3
4,e_e004455,7,1,3,3
1,e_e004468,8,1,4,1
1,e_e004473,7,2,3,1
2,e_e004482,2,2,2,1
1,e_e004482,1,1,5,1
3,e_e004482,2,2,1,1
1,e_e004485,1,1,6,2
3,e_e004485,10,2,8,2
2,e_e004485,10,1,8,2
4,e_e004485,10,1,7,2
1,e_e004486,1,2,5,1
3,e_e004486,2,2,1,1
5,e_e004486,2,1,1,1
2,e_e004486,2,1,1,1
4,e_e004486,2,2,1,1
1,e_e004488,8,2,3,1
1,e_e004489,8,1,3,1
1,e_e004499,7,2,4,3
2,e_e004499,7,2,4,3
2,e_e004503,2,1,3,3
1,e_e004503,1,1,6,1
1,e_e004505,8,1,4,1
1,e_e004506,3,1,6,1
3,e_e004506,5,1,3,1
2,e_e004506,3,2,6,1
1,e_e004510,1,1,4,1
1,e_e004511,3,2,6,1
1,e_e004515,8,1,3,3
1,e_e004520,1,1,4,1
3,e_e004520,7,1,4,3
2,e_e004520,7,2,4,3
1,e_e004525,1,2,5,1
2,e_e004547,2,2,1,1
1,e_e004547,1,2,4,1
3,e_e004547,2,1,1,1
1,e_e004549,1,1,5,1
3,e_e004549,2,1,1,1
2,e_e004549,2,2,1,1
1,e_e004551,7,2,4,3
1,e_e004552,3,1,6,1
3,e_e004552,5,2,3,1
2,e_e004552,3,2,5,1
1,e_e004557,7,2,3,1
1,e_e004563,8,1,3,1
2,e_e004565,2,2,3,1
1,e_e004565,1,2,5,1
1,e_e004573,8,2,3,1
1,e_e004575,8,1,3,1
1,e_e004588,2,1,1,1
1,e_e004589,8,2,3,3
1,e_e004592,8,1,3,1
1,e_e004596,8,2,3,1
1,e_e004602,8,1,4,1
1,e_e004606,1,2,6,1
1,e_e004612,8,1,3,1
1,e_e004614,8,1,4,1
2,e_e004617,2,1,2,1
1,e_e004617,1,2,5,1
1,e_e004623,8,1,4,1
1,e_e004627,11,2,4,1
1,e_e004634,8,2,3,3
1,e_e004644,7,2,3,1
1,e_e004645,7,2,4,1
1,e_e004651,8,1,3,1
1,e_e004653,1,2,6,1
3,e_e004653,2,1,3,3
2,e_e004653,2,2,3,1
1,e_e004655,7,2,4,3
1,e_e004657,7,2,3,3
1,e_e004658,8,1,3,1
2,e_e004668,3,2,7,1
1,e_e004668,3,1,7,1
3,e_e004668,5,1,4,1
2,e_e004675,2,2,2,1
1,e_e004675,1,1,5,1
3,e_e004675,2,1,2,1
1,e_e004678,8,2,3,1
1,e_e004681,7,2,3,1
1,e_e004685,1,2,4,1
2,e_e004685,2,2,1,1
4,e_e004687,7,2,4,1
6,e_e004687,11,1,1,1
1,e_e004687,1,2,5,1
3,e_e004687,7,1,5,1
5,e_e004687,11,2,1,1
2,e_e004687,2,2,1,1
1,e_e004688,8,1,3,1
1,e_e004695,8,1,3,1
1,e_e004703,1,2,3,1
1,e_e004709,8,1,4,1
3,e_e004709,7,2,4,2
5,e_e004709,7,1,4,3
2,e_e004709,7,2,4,1
4,e_e004709,7,1,4,3
1,e_e004712,5,2,5,1
2,e_e004716,3,2,6,1
1,e_e004716,5,2,3,1
2,e_e004717,7,2,3,1
1,e_e004717,7,2,3,1
2,e_e004719,7,2,4,3
4,e_e004719,11,1,1,3
6,e_e004719,11,2,1,3
1,e_e004719,2,1,1,1
3,e_e004719,7,2,4,3
5,e_e004719,11,1,1,3
1,e_e004720,2,2,4,1
1,e_e004724,7,2,3,1
2,e_e004724,7,2,3,1
1,e_e004729,8,1,3,1
1,e_e004730,8,1,3,3
1,e_e004733,1,1,4,1
3,e_e004733,2,1,1,1
2,e_e004733,2,1,1,1
1,e_e004772,1,2,5,1
3,e_e004772,2,2,2,1
2,e_e004772,2,1,2,1
1,e_e004780,8,1,3,1
1,e_e004784,8,1,3,1
1,e_e004792,1,1,5,1
3,e_e004792,2,1,2,1
2,e_e004792,2,2,2,1
1,e_e004799,7,2,3,1
1,e_e004800,8,2,3,1
1,e_e004815,1,2,4,1
2,e_e004815,2,1,1,1
2,e_e004818,2,1,3,1
1,e_e004818,1,2,6,1
3,e_e004818,2,2,3,1
1,e_e004819,1,2,5,1
3,e_e004819,2,2,1,1
2,e_e004819,2,1,2,1
1,e_e004821,7,2,3,1
2,e_e004839,2,1,2,1
4,e_e004839,2,1,1,1
1,e_e004839,1,1,5,1
3,e_e004839,2,2,2,1
2,e_e004843,5,2,3,1
1,e_e004843,3,1,6,1
1,e_e004854,8,2,3,1
2,e_e004857,2,2,1,1
1,e_e004857,1,2,4,1
1,e_e004858,7,1,3,1
1,e_e004859,1,1,3,1
3,e_e004859,11,2,6,3
2,e_e004859,11,1,6,3
1,e_e004860,5,2,4,1
1,e_e004861,8,2,3,2
1,e_e004864,5,2,3,1
1,e_e004865,8,2,3,3
2,e_e004867,2,2,2,1
4,e_e004867,3,1,8,1
1,e_e004867,1,2,5,1
3,e_e004867,2,2,2,1
5,e_e004867,3,2,8,1
1,e_e004868,8,1,4,3
1,e_e004877,8,1,3,1
1,e_e004879,8,1,3,1
2,e_e004881,7,2,3,1
1,e_e004881,7,2,3,1
3,e_e004881,7,2,3,1
1,e_e004882,7,2,3,3
2,e_e004885,3,2,7,3
1,e_e004885,3,1,7,3
3,e_e004885,5,2,3,3
1,e_e004899,8,2,3,1
1,e_e004905,2,2,2,1
1,e_e004914,8,2,4,1
2,e_e004915,2,2,2,1
1,e_e004915,3,2,7,1
1,e_e004917,9,2,3,1
1,e_e004919,1,2,6,1
1,e_e004925,2,2,5,1
1,e_e004927,7,1,4,1
3,e_e004927,7,1,4,1
2,e_e004927,7,1,4,1
4,e_e004927,7,1,4,1
1,e_e004931,2,1,2,1
2,e_e004931,2,1,2,1
1,e_e004941,8,2,3,1
1,e_e004945,8,1,3,1
1,e_e004948,7,2,4,1
1,e_e004952,1,1,5,1
2,e_e004952,2,1,1,1
1,e_e004961,3,1,7,1
2,e_e004961,3,2,6,1
1,e_e004970,8,2,4,3
1,e_e004975,7,2,3,1
2,e_e004976,5,2,4,1
1,e_e004976,3,2,7,1
1,e_e004977,1,2,4,1
1,e_e004979,7,1,4,3
1,e_e004983,5,2,5,1
1,e_e004984,8,1,4,1
1,e_e004987,8,1,3,1
1,e_e004989,8,2,3,1
2,e_e004990,2,1,1,1
1,e_e004990,1,1,4,1
1,e_e005014,1,1,4,1
2,e_e005014,2,1,1,1
1,e_e005015,8,2,4,1
3,e_e005015,7,2,3,3
2,e_e005015,7,1,4,3
2,e_e005025,2,2,1,1
1,e_e005025,1,1,5,1
3,e_e005025,6,2,1,1
1,e_e005026,8,2,3,1
1,e_e005102,1,2,4,1
1,e_e005106,8,1,3,1
3,e_e005110,9,1,3,1
2,e_e005110,8,1,4,1
1,e_e005110,5,2,3,1
1,e_e005111,8,2,3,1
1,e_e005116,1,1,5,1
3,e_e005116,2,2,1,1
2,e_e005116,2,1,1,1
1,e_e005156,8,2,4,2
2,e_e005157,2,1,4,2
1,e_e005157,2,2,4,1
2,e_e005160,2,2,1,1
1,e_e005160,1,1,4,1
1,e_e005166,7,2,3,1
1,e_e005170,1,1,6,1
3,e_e005170,2,2,2,1
2,e_e005170,2,2,2,1
1,e_e005172,8,1,3,1
2,e_e005175,3,1,7,1
1,e_e005175,8,2,4,1
2,e_e005185,3,2,6,1
1,e_e005185,3,1,6,1
2,e_e005187,2,1,1,1
1,e_e005187,1,1,5,1
2,e_e005189,2,2,1,1
1,e_e005189,1,1,4,1
3,e_e005189,2,2,1,1
1,e_e005194,7,1,4,3
2,e_e005194,7,1,4,3
2,e_e005197,2,2,1,1
4,e_e005197,7,2,4,1
1,e_e005197,1,1,5,1
3,e_e005197,7,2,4,1
1,e_e005201,8,1,4,1
1,e_e005206,7,2,3,1
2,e_e005206,7,2,3,3
1,e_e005207,11,2,3,1
1,e_e005217,8,2,3,1
1,e_e005219,1,1,5,1
3,e_e005219,2,2,1,1
2,e_e005219,2,2,1,1
5,e_e005220,6,2,2,3
2,e_e005220,6,1,4,1
4,e_e005220,6,2,4,3
6,e_e005220,6,2,2,3
1,e_e005220,5,1,4,1
3,e_e005220,6,1,5,3
1,e_e005221,8,1,3,1
2,e_e005223,2,1,1,1
1,e_e005223,1,2,4,1
1,e_e005234,5,1,3,1
1,e_e005235,7,2,4,1
1,e_e005238,8,1,3,1
1,e_e005239,1,2,4,1
3,e_e005239,7,1,5,3
5,e_e005239,11,2,2,3
2,e_e005239,2,2,1,1
4,e_e005239,11,2,4,3
6,e_e005239,11,2,2,3
1,e_e005242,8,1,3,1
1,e_e005245,8,2,3,1
1,e_e005247,8,1,3,1
1,e_e005257,7,2,3,3
1,e_e005258,8,1,4,1
1,e_e005263,7,2,4,1
1,e_e005271,1,1,4,1
3,e_e005271,2,1,1,1
2,e_e005271,2,2,1,1
2,e_e005290,2,1,1,1
1,e_e005290,1,1,4,1
3,e_e005290,2,1,1,1
2,e_e005294,7,1,4,1
1,e_e005294,7,1,4,1
3,e_e005294,7,1,4,1
2,e_e005311,2,2,1,1
1,e_e005311,1,1,4,1
1,e_e005314,7,2,3,3
1,e_e005317,7,2,3,1
1,e_e005321,2,2,3,1
1,e_e005334,3,1,6,3
2,e_e005334,3,2,6,3
1,e_e005335,3,1,7,1
1,e_e005340,8,1,3,1
1,e_e005341,8,2,3,1
3,e_e005351,7,2,3,1
2,e_e005351,7,2,3,1
4,e_e005351,7,2,3,2
1,e_e005351,7,2,3,1
1,e_e005368,8,1,3,1
1,e_e005370,1,1,5,1
1,e_e005391,2,2,3,1
3,e_e005407,2,2,1,1
2,e_e005407,2,1,1,1
1,e_e005407,1,1,5,1
2,e_e005408,7,2,3,3
1,e_e005408,7,2,3,3
1,e_e005421,1,2,4,1
1,e_e005438,2,2,1,1
1,e_e005440,8,1,4,1
1,e_e005442,1,1,5,1
2,e_e005442,5,2,5,1
3,e_e005443,2,2,2,1
1,e_e005443,1,2,5,1
2,e_e005443,2,1,2,1
4,e_e005443,2,1,2,1
1,e_e005448,8,1,3,1
1,e_e005472,5,2,2,1
1,e_e005476,8,1,3,1
1,e_e005483,1,1,4,1
1,e_e005484,8,2,4,1
1,e_e005497,1,1,4,1
2,e_e005497,2,2,1,1
1,e_e005506,8,1,3,1
1,e_e005510,1,2,5,1
3,e_e005510,2,2,2,1
2,e_e005510,2,1,1,1
1,e_e005517,8,2,4,3
1,e_e005518,8,1,3,3
1,e_e005527,8,2,4,1
1,e_e005528,1,1,4,1
3,e_e005532,7,2,5,1
2,e_e005532,7,2,2,1
1,e_e005532,2,2,2,1
1,e_e005551,1,1,4,1
1,e_e005553,2,2,1,1
2,e_e005562,2,2,2,1
1,e_e005562,1,1,5,1
3,e_e005562,2,1,2,1
1,e_e005570,2,2,5,1
2,e_e005573,2,2,1,1
1,e_e005573,2,1,1,1
1,e_e005575,2,2,1,1
1,e_e005577,7,2,3,1
1,e_e005579,8,2,3,1
1,e_e005590,7,2,3,3
2,e_e005591,3,2,6,1
4,e_e005591,5,1,4,3
1,e_e005591,3,1,6,1
3,e_e005591,8,2,3,1
5,e_e005591,11,2,3,3
1,e_e005599,3,2,6,1
1,e_e005602,8,1,3,1
1,e_e005605,1,1,6,1
1,e_e005617,8,2,3,1
1,e_e005627,1,1,5,1
2,e_e005627,2,1,1,1
1,e_e005642,8,1,3,1
2,e_e005645,3,2,6,1
1,e_e005645,3,1,6,1
1,e_e005662,8,1,3,1
1,e_e005676,7,1,3,1
2,e_e005676,7,1,3,1
1,e_e005679,7,2,4,3
2,e_e005682,3,2,6,1
1,e_e005682,3,1,6,1
1,e_e005706,3,2,7,1
1,e_e005711,1,1,6,1
1,e_e005716,1,1,5,1
2,e_e005716,2,1,1,1
1,e_e005718,8,2,4,1
1,e_e005745,8,2,4,1
1,e_e005752,7,2,4,1
1,e_e005759,7,2,3,3
1,e_e005763,1,1,4,1
2,e_e005763,2,1,1,1
1,e_e005765,7,2,5,1
2,e_e005781,3,2,6,1
4,e_e005781,5,1,3,1
1,e_e005781,3,1,7,1
3,e_e005781,5,1,4,1
2,e_e005790,2,2,1,1
1,e_e005790,1,1,4,1
1,e_e005793,8,1,5,1
1,e_e005810,8,1,4,1
1,e_e005822,1,1,5,1
2,e_e005822,2,2,1,1
1,e_e005826,1,1,7,1
3,e_e005826,2,2,3,1
2,e_e005826,2,1,3,1
1,e_e005831,7,1,4,1
1,e_e005833,7,2,3,1
1,e_e005840,7,2,3,1
1,e_e005853,10,1,4,1
2,e_e005860,2,2,3,1
4,e_e005860,11,2,1,1
1,e_e005860,2,2,4,1
3,e_e005860,11,1,4,1
1,e_e005862,7,2,4,1
6,e_e005863,7,2,4,1
1,e_e005863,7,2,4,1
3,e_e005863,7,2,4,1
5,e_e005863,7,2,4,1
2,e_e005863,7,2,4,1
4,e_e005863,7,2,4,1
1,e_e005885,8,1,4,1
1,e_e005886,7,2,3,1
3,e_e005886,7,2,3,1
2,e_e005886,7,2,3,1
1,e_e005891,8,2,4,1
1,e_e005899,1,2,5,1
2,e_e005899,2,2,1,1
1,e_e005910,1,1,5,1
1,e_e005922,8,1,3,1
1,e_e005926,3,2,8,3
1,e_e005935,1,1,4,1
1,e_e005940,1,1,5,1
3,e_e005940,2,2,1,1
2,e_e005940,2,2,2,1
1,e_e005945,1,2,3,1
1,e_e005947,2,1,1,1
3,e_e005947,10,1,4,2
2,e_e005947,10,2,4,2
4,e_e005947,11,1,1,2
1,e_e005961,5,2,5,3
1,e_e005965,1,2,4,1
1,e_e005970,1,1,5,1
3,e_e005970,3,1,8,3
2,e_e005970,2,2,1,1
4,e_e005970,3,2,7,3
1,e_e005973,8,2,3,1
1,e_e005978,8,1,3,1
1,e_e005999,8,1,3,2
1,e_e006003,8,1,3,1
1,e_e006005,8,1,4,1
1,e_e006014,2,1,2,1
1,e_e006016,2,2,3,1
3,e_e006022,2,2,1,1
2,e_e006022,2,1,2,1
1,e_e006022,1,1,5,1
1,e_e006025,5,1,2,1
1,e_e006028,7,2,3,3
9,e_e006029,7,2,4,3
2,e_e006029,7,1,4,3
4,e_e006029,7,2,4,1
6,e_e006029,7,2,4,3
8,e_e006029,7,2,4,3
1,e_e006029,7,1,4,3
3,e_e006029,7,1,4,1
5,e_e006029,7,2,4,1
7,e_e006029,7,2,4,3
1,e_e006030,1,1,5,1
1,e_e006032,7,1,4,1
1,e_e006033,8,2,3,1
1,e_e006041,8,1,3,1
2,e_e006042,6,2,3,1
1,e_e006042,6,2,3,1
2,e_e006050,7,1,4,1
4,e_e006050,7,1,4,3
1,e_e006050,7,1,4,1
3,e_e006050,7,1,4,3
2,e_e006052,7,2,4,1
1,e_e006052,7,1,4,1
3,e_e006052,7,2,5,1
1,e_e006057,9,2,6,1
1,e_e006059,1,1,5,1
2,e_e006069,3,2,5,1
1,e_e006069,3,1,6,1
3,e_e006069,5,2,3,1
1,e_e006073,1,1,4,1
3,e_e006073,4,1,7,1
2,e_e006073,2,1,1,1
4,e_e006073,4,2,6,1
1,e_e006081,8,1,4,1
1,e_e006086,8,1,4,1
1,e_e006090,1,1,4,1
2,e_e006098,7,2,3,2
1,e_e006098,7,2,3,2
1,e_e006100,8,2,3,1
1,e_e006128,3,2,6,1
1,e_e006133,8,2,3,1
1,e_e006145,2,1,1,1
1,e_e006151,8,1,3,1
2,e_e006153,2,2,1,1
1,e_e006153,1,1,4,1
2,e_e006157,2,2,1,1
1,e_e006157,1,1,4,1
1,e_e006177,2,2,5,1
1,e_e006179,6,1,4,3
1,e_e006198,5,2,5,1
1,e_e006203,3,2,5,1
2,e_e006203,3,1,6,1
1,e_e006208,8,1,3,1
1,e_e006213,7,2,5,3
1,e_e006214,8,1,3,3
1,e_e006218,1,2,4,1
1,e_e006221,8,1,4,1
3,e_e006221,7,1,4,1
2,e_e006221,7,2,4,1
1,e_e006224,8,1,3,1
1,e_e006225,8,1,3,3
2,e_e006226,2,2,2,1
4,e_e006226,2,2,1,1
1,e_e006226,1,1,5,1
3,e_e006226,2,2,1,1
1,e_e006251,8,1,3,1
2,e_e006255,2,2,1,1
1,e_e006255,1,2,4,1
1,e_e006261,8,1,4,1
1,e_e006272,8,1,4,1
2,e_e006291,2,2,4,1
1,e_e006291,1,1,8,1
1,e_e006314,8,1,3,1
1,e_e006315,1,1,5,1
3,e_e006315,2,2,1,1
2,e_e006315,2,1,1,1
1,e_e006321,8,2,3,1
1,e_e006324,8,1,3,3
5,e_e006333,6,2,6,1
2,e_e006333,4,1,8,1
4,e_e006333,3,1,6,1
6,e_e006333,6,2,6,3
1,e_e006333,4,2,8,1
3,e_e006333,3,2,6,1
1,e_e006348,7,2,4,1
2,e_e006348,7,1,2,1
8,e_e006351,11,2,2,3
1,e_e006351,1,2,5,1
3,e_e006351,11,2,8,3
5,e_e006351,11,2,5,3
7,e_e006351,11,2,5,3
9,e_e006351,11,2,1,3
2,e_e006351,2,1,1,1
4,e_e006351,11,1,5,3
6,e_e006351,11,1,6,3
1,e_e006352,1,1,5,1
2,e_e006355,7,2,3,1
1,e_e006355,7,2,3,1
2,e_e006359,10,2,5,1
1,e_e006359,10,2,5,1
1,e_e006371,8,1,3,1
1,e_e006406,7,1,3,1
1,e_e006407,8,2,3,3
1,e_e006414,8,2,4,1
2,e_e006414,11,2,6,1
1,e_e006422,1,1,4,1
1,e_e006424,7,2,4,1
2,e_e006432,11,1,1,1
1,e_e006432,2,1,1,1
2,e_e006439,2,1,1,1
4,e_e006439,5,2,4,3
1,e_e006439,1,1,4,1
3,e_e006439,3,2,7,3
5,e_e006439,6,1,4,3
1,e_e006446,8,1,3,1
1,e_e006447,8,1,3,1
4,e_e006448,3,2,8,3
6,e_e006448,6,2,5,3
8,e_e006448,6,1,5,3
10,e_e006448,6,2,1,3
1,e_e006448,1,2,5,1
3,e_e006448,3,1,8,3
5,e_e006448,6,1,5,3
7,e_e006448,6,2,2,3
9,e_e006448,6,2,5,3
2,e_e006448,2,2,1,1
1,e_e006452,8,1,4,1
1,e_e006458,8,1,4,3
1,e_e006460,3,2,8,1
1,e_e006463,8,1,4,3
2,e_e006474,2,2,3,1
1,e_e006474,2,1,3,1
2,e_e006486,2,2,4,3
1,e_e006486,1,1,7,1
1,e_e006491,3,1,7,1
2,e_e006491,3,2,7,1
1,e_e006492,7,2,6,1
2,e_e006497,2,1,2,1
1,e_e006497,1,2,5,1
1,e_e006505,8,1,3,3
1,e_e006506,1,1,4,1
2,e_e006506,2,1,1,1
1,e_e006507,3,2,7,1
1,e_e006510,7,1,3,3
1,e_e006513,8,1,3,1
1,e_e006517,1,1,6,1
1,e_e006529,2,1,1,1
3,e_e006529,7,1,1,1
2,e_e006529,7,2,4,1
1,e_e006531,3,2,6,2
1,e_e006534,1,2,4,1
1,e_e006537,8,1,4,1
1,e_e006544,8,1,3,1
2,e_e006546,10,2,6,3
1,e_e006546,10,2,6,3
2,e_e006550,2,2,5,1
1,e_e006550,1,1,8,1
3,e_e006550,2,2,5,1
1,e_e006552,8,1,4,1
2,e_e006554,2,1,2,1
1,e_e006554,1,2,5,1
3,e_e006554,2,1,2,1
2,e_e006557,2,1,1,1
1,e_e006557,1,1,4,1
1,e_e006572,8,1,4,1
1,e_e006575,7,2,3,1
1,e_e006585,8,1,3,1
1,e_e006587,8,1,4,1
1,e_e006588,2,1,3,3
1,e_e006591,2,2,2,1
1,e_e006593,10,2,4,1
1,e_e006602,2,2,2,2
2,e_e006785,2,2,2,1
1,e_e006785,1,1,4,1
1,e_e006786,8,1,4,1
2,e_e006788,7,2,3,1
1,e_e006788,7,2,4,1
3,e_e006788,7,2,3,1
1,e_e006791,8,2,3,3
2,e_e006795,2,2,1,1
1,e_e006795,1,2,4,1
3,e_e006795,2,2,1,1
1,e_e006800,7,1,4,1
2,e_e006801,2,1,1,1
1,e_e006801,1,1,5,1
3,e_e006801,7,2,4,1
1,e_e006802,1,2,3,1
1,e_e006805,1,1,5,1
2,e_e006805,2,2,1,1
1,e_e006808,2,2,2,1
1,e_e006810,8,1,5,1
1,e_e006813,1,1,4,1
2,e_e006813,2,1,1,1
1,e_e006816,1,1,4,1
2,e_e006818,2,2,1,1
1,e_e006818,1,1,5,1
1,e_e006823,5,2,4,1
1,e_e006826,1,1,4,1
3,e_e006826,2,2,1,1
2,e_e006826,2,1,2,1
1,e_e006830,1,1,5,1
2,e_e006831,2,2,1,1
1,e_e006831,1,1,5,1
3,e_e006831,2,2,1,1
2,e_e006833,2,2,1,1
1,e_e006833,1,2,4,1
3,e_e006833,2,2,1,1
1,e_e006834,1,1,7,1
2,e_e006834,2,2,4,1
1,e_e006837,2,1,3,1
1,e_e006840,2,2,1,1
1,e_e006844,5,2,5,3
1,e_e006846,7,2,4,1
1,e_e006849,1,1,4,1
2,e_e006851,2,2,2,1
1,e_e006851,1,2,4,1
3,e_e006851,2,1,2,1
1,e_e006852,1,2,7,1
2,e_e006852,7,2,7,3
1,e_e006853,5,2,6,1
2,e_e006854,2,2,6,1
1,e_e006854,1,1,8,1
5,e_e006855,2,2,1,1
2,e_e006855,3,2,7,1
4,e_e006855,2,1,1,1
1,e_e006855,1,1,5,1
3,e_e006855,2,1,1,1
2,e_e006856,2,2,2,1
1,e_e006856,1,1,5,1
3,e_e006856,2,1,2,1
1,e_e006861,2,1,1,1
1,e_e006863,1,1,6,1
3,e_e006863,2,2,1,1
2,e_e006863,2,1,2,1
1,e_e006867,1,1,5,1
2,e_e006867,1,1,2,1
1,e_e006869,5,2,3,1
2,e_e006871,2,1,1,1
1,e_e006871,1,1,5,1
3,e_e006871,2,1,1,1
1,e_e006875,1,1,4,1
1,e_e006876,8,1,3,1
1,e_e006877,1,2,4,1
1,e_e006879,1,2,4,1
2,e_e006879,2,2,1,1
2,e_e006880,6,1,1,1
1,e_e006880,2,2,1,1
1,e_e006883,1,2,5,1
1,e_e006884,1,2,4,1
1,e_e006886,7,1,3,3
1,e_e006890,3,2,8,3
1,e_e006892,8,1,3,1
2,e_e006894,2,2,1,1
1,e_e006894,1,1,4,1
3,e_e006894,2,2,1,1
1,e_e006895,1,2,6,1
1,e_e006896,2,2,1,1
1,e_e006897,7,2,4,3
1,e_e006899,8,1,4,1
2,e_e006901,2,1,1,1
1,e_e006901,1,2,4,1
3,e_e006901,2,1,1,1
1,e_e006907,8,2,4,1
2,e_e006908,2,1,2,1
1,e_e006908,1,2,5,1
3,e_e006909,2,1,1,1
2,e_e006909,2,1,1,1
1,e_e006909,1,1,5,1
1,e_e006911,2,1,1,1
1,e_e006912,8,1,3,1
1,e_e006913,8,1,4,1
2,e_e006914,2,2,4,1
1,e_e006914,1,1,4,1
2,e_e006915,2,2,1,1
1,e_e006915,1,1,5,1
1,e_e006918,1,2,5,1
3,e_e006918,2,1,1,1
2,e_e006918,2,2,2,1
1,e_e006919,1,1,5,1
2,e_e006919,2,2,1,1
1,e_e006920,2,2,1,1
2,e_e006921,2,1,4,1
1,e_e006921,1,1,7,1
3,e_e006921,2,1,4,1
1,e_e006922,1,2,4,1
3,e_e006922,2,1,2,1
2,e_e006922,2,2,2,1
2,e_e006926,5,2,3,1
1,e_e006926,3,2,6,1
2,e_e006927,2,1,2,1
1,e_e006927,1,2,5,1
3,e_e006927,2,1,1,1
1,e_e006929,1,1,5,1
2,e_e006929,2,1,1,1
1,e_e006930,1,1,6,1
2,e_e006930,2,1,2,1
1,e_e006932,1,2,6,1
2,e_e006932,2,1,4,1
1,e_e006933,7,2,3,1
1,e_e006934,1,2,4,1
1,e_e006935,1,1,5,1
2,e_e006935,2,2,2,1
1,e_e006936,2,1,2,1
1,e_e006937,3,2,8,3
1,e_e006941,1,2,4,1
2,e_e006941,2,1,1,1
1,e_e006944,1,1,5,1
3,e_e006944,2,2,2,1
2,e_e006944,2,1,2,1
1,e_e006946,1,1,6,1
1,e_e006947,1,1,4,1
2,e_e006949,2,1,2,1
1,e_e006949,1,2,5,1
1,e_e006950,2,1,1,1
1,e_e006951,2,2,3,1
1,e_e006952,1,1,4,1
3,e_e006952,2,1,1,1
2,e_e006952,2,1,1,1
1,e_e006954,8,1,4,1
2,e_e006955,2,1,1,1
1,e_e006955,1,2,4,1
2,e_e007132,2,1,1,1
1,e_e007132,1,1,4,1
3,e_e007132,2,2,1,1
1,e_e007137,8,2,5,1
2,e_e007139,7,1,1,2
4,e_e007139,7,1,1,2
6,e_e007139,7,2,5,2
8,e_e007139,7,2,4,2
1,e_e007139,2,1,1,1
3,e_e007139,7,1,1,3
5,e_e007139,7,2,1,2
7,e_e007139,7,2,4,2
1,e_e007155,8,1,3,1
1,e_e007166,1,1,5,1
1,e_e007169,2,1,1,1
2,e_e007170,2,1,2,1
1,e_e007170,1,1,6,1
1,e_e007172,2,2,1,1
1,e_e007175,7,1,4,1
