TRAVELER_ID,GENDER,AGE_GRP,INCOME,RESIDENCE_SGG_CD,RESIDENCE_SIDO_NM,MARR_STTS,JOB_NM,TRAVEL_NUM,TRAVEL_DAYS_SUM,VISIT_AREA_CNT,RESIDENCE_TIME_MIN_AVG,PAYMENT_AMT_WON_PER_UNIT,PAYMENT_AMT_WON_SUM,PAYMENT_AMT_WON_PER_PERSON,PAYMENT_AMT_WON_PER_DAY,LODGE_PAYMENT_AMT_WON_SUM,ACTIVITY_PAYMENT_AMT_WON_SUM,MVMN_PAYMENT_AMT_WON_SUM,LODGING_TYPE_CD,LODGING_YN,ACTIVITY_TYPE_CD_CNT,MVMN_NM,TRAVEL_PURPOSE,TRAVEL_COMPANION_TYPE,TRAVEL_COMPANIONS_NUM,VISIT_SIDO_SGG_NM,DGSTFN_AVG,REVISIT_INTENTION_AVG,RCMDTN_INTENTION_AVG,TRAVEL_LIKE_SGG_1,TRAVEL_STYL_ALL,TRAVEL_MOTIVE_ALL,COMPANION_AGE_GRP_1,COMPANION_AGE_GRP_2,COMPANION_AGE_GRP_3,COMPANION_AGE_GRP_4,COMPANION_AGE_GRP_5,COMPANION_GENDER_1,COMPANION_GENDER_2,COMPANION_GENDER_3,COMPANION_GENDER_4,COMPANION_GENDER_5,VALUE_SEGMENT,VALUE_SEGMENT_SUB
e007202,여,30,소득없음 ,41,경기도,기혼,전업주부,1,1,5,187.5,42507.66667,127523,42507.666667,127523,0,127523,0,,N,2,,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;지역 문화예술/공연/전시시설 관람",자녀 동반 여행,3,,5,5,5,41450,"중립,도시 선호 약간선호,자연 선호 중간선호,자연 선호 매우선호,자연 선호 매우선호,도시 선호 중간선호,자연 선호 중간선호,자연 선호 중간선호","여행 동반자와의 친밀감 및 유대감 증진,일상적인 환경 및 역할에서의 탈출, 지루함 탈피,쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",~9세이하,~9세이하,,,,남자,여자,,,,C,C0
e007203,남,20,월평균 100만원 ~ 200만원 미만,41,경기도,미혼,사무 종사자,1,1,9,75,14000,28000,14000,28000,0,12000,16000,,N,1,자가용(승용/승합/트럭 등등),"테마파크, 놀이시설, 동/식물원 방문;신규 여행지 발굴;역사 유적지 방문;시티투어;지역 문화예술/공연/전시시설 관람",2인 여행(가족 외),2,"경기도 수원시 영통구,경기도 수원시 장안구",4,3.571428571,3.857142857,41110,"중립,자연 선호 중간선호,자연 선호 중간선호,자연 선호 약간선호,도시 선호 중간선호,중립,자연 선호 중간선호,도시 선호 중간선호","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식,여행 동반자와의 친밀감 및 유대감 증진,SNS 사진 등록 등 과시",20대,,,,,여자,,,,,C,C0
e007205,여,20,월평균 300만원 ~ 400만원 미만,11,서울특별시,미혼,사무 종사자,2,1,6,138,118000,236000,118000,236000,0,233000,3000,,N,2,자가용(승용/승합/트럭 등등),쇼핑;SNS 인생샷 여행,2인 여행(가족 외),2,,4,3.75,4,42210,"도시 선호 약간선호,자연 선호 중간선호,자연 선호 약간선호,중립,도시 선호 중간선호,자연 선호 중간선호,도시 선호 중간선호,중립","여행 동반자와의 친밀감 및 유대감 증진,새로운 경험 추구,일상적인 환경 및 역할에서의 탈출, 지루함 탈피",30대,,,,,남자,,,,,A,A0
e007207,남,20,월평균 100만원 미만,44,충청남도,미혼,학생,1,1,10,126.6666667,104350,208700,104350,208700,0,167800,40900,,N,2,"버스 + 지하철,택시",SNS 인생샷 여행;인플루언서 따라하기 여행;쇼핑,2인 여행(가족 외),2,,4.125,3.75,4,11650,"중립,도시 선호 약간선호,자연 선호 약간선호,중립,자연 선호 약간선호,도시 선호 약간선호,중립,도시 선호 약간선호","새로운 경험 추구,SNS 사진 등록 등 과시,여행 동반자와의 친밀감 및 유대감 증진",20대,,,,,남자,,,,,A,A0
e007213,여,30,월평균 300만원 ~ 400만원 미만,41,경기도,기혼,관리자,1,1,9,67.5,26300,26300,26300,26300,0,18500,4800,,N,1,지하철,쇼핑;역사 유적지 방문;지역 문화예술/공연/전시시설 관람;Well-ness 여행;SNS 인생샷 여행;지역 축제/이벤트 참가,나홀로 여행,1,"경기도 파주시,서울특별시 강남구",4.285714286,3.428571429,3.428571429,50130,"자연 선호 중간선호,도시 선호 중간선호,자연 선호 중간선호,도시 선호 중간선호,자연 선호 중간선호,자연 선호 약간선호,자연 선호 중간선호,도시 선호 약간선호","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식,일상적인 환경 및 역할에서의 탈출, 지루함 탈피,진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기",,,,,,,,,,,C,C0
e007214,남,30,월평균 300만원 ~ 400만원 미만,41,경기도,기혼,군인,1,1,8,120,97000,97000,97000,97000,0,67000,30000,,N,1,자가용(승용/승합/트럭 등등),"SNS 인생샷 여행;시티투어;야외 스포츠, 레포츠 활동;지역 문화예술/공연/전시시설 관람;지역 축제/이벤트 참가",나홀로 여행,1,경기도 용인시 기흥구,4.333333333,4.333333333,4.333333333,41280,"자연 선호 약간선호,도시 선호 약간선호,자연 선호 매우선호,자연 선호 매우선호,자연 선호 매우선호,도시 선호 중간선호,도시 선호 중간선호,도시 선호 중간선호","운동, 건강 증진 및 충전,쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식,일상적인 환경 및 역할에서의 탈출, 지루함 탈피",,,,,,,,,,,A,A0
e007216,여,30,월평균 200만원 ~ 300만원 미만,27,대구광역시,미혼,사무 종사자,3,1,7,85,198200,198200,198200,198200,0,19000,75000,,N,1,"KTX/SRT(고속열차),지하철",지역 축제/이벤트 참가,나홀로 여행,1,,4.6,4.6,4.6,11680,"자연 선호 약간선호,중립,중립,자연 선호 약간선호,도시 선호 약간선호,자연 선호 중간선호,자연 선호 중간선호,도시 선호 중간선호","새로운 경험 추구,SNS 사진 등록 등 과시,일상적인 환경 및 역할에서의 탈출, 지루함 탈피",,,,,,,,,,,A,A0
e007217,남,60,월평균 200만원 ~ 300만원 미만,41,경기도,사별,기타,2,1,9,86.25,60050,180150,60050,180150,0,124000,2000,,N,3,자가용(승용/승합/트럭 등등),"쇼핑;테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;SNS 인생샷 여행;인플루언서 따라하기 여행",자녀 동반 여행,3,,4.285714286,4.142857143,4.285714286,41650,"자연 선호 매우선호,중립,자연 선호 매우선호,자연 선호 중간선호,자연 선호 중간선호,중립,자연 선호 매우선호,자연 선호 중간선호","여행 동반자와의 친밀감 및 유대감 증진,일상적인 환경 및 역할에서의 탈출, 지루함 탈피,운동, 건강 증진 및 충전",20대,20대,,,,여자,여자,,,,B,B0
e007218,여,20,월평균 200만원 ~ 300만원 미만,41,경기도,미혼,전문가 및 관련 종사자,3,1,7,70,59475,118950,59475,118950,0,89750,9200,,N,2,지하철,지역 문화예술/공연/전시시설 관람,2인 가족 여행,2,,3.8,3.2,4.2,11560,"자연 선호 약간선호,자연 선호 매우선호,자연 선호 매우선호,자연 선호 약간선호,자연 선호 중간선호,도시 선호 중간선호,도시 선호 중간선호,자연 선호 약간선호","새로운 경험 추구,쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식,여행 동반자와의 친밀감 및 유대감 증진",50대,,,,,여자,,,,,B,B0
e007219,여,30,월평균 300만원 ~ 400만원 미만,41,경기도,기혼,사무 종사자,1,1,5,180,21610,64830,21610,64830,0,58000,6830,,N,2,자가용(승용/승합/트럭 등등),"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;지역 문화예술/공연/전시시설 관람",자녀 동반 여행,3,,5,5,5,42150,"자연 선호 중간선호,자연 선호 매우선호,도시 선호 중간선호,자연 선호 중간선호,도시 선호 약간선호,중립,자연 선호 매우선호,도시 선호 중간선호","일상적인 환경 및 역할에서의 탈출, 지루함 탈피,여행 동반자와의 친밀감 및 유대감 증진,새로운 경험 추구",30대,~9세이하,,,,남자,남자,,,,C,C0
e007221,남,30,월평균 400만원 ~ 500만원 미만,11,서울특별시,기혼,사무 종사자,1,1,6,120,36060,72120,36060,72120,0,72120,0,,N,2,,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;지역 문화예술/공연/전시시설 관람;지역 축제/이벤트 참가",2인 가족 여행,2,,4,3.5,3.25,50110,"자연 선호 약간선호,도시 선호 약간선호,도시 선호 중간선호,자연 선호 중간선호,자연 선호 중간선호,자연 선호 약간선호,도시 선호 중간선호,도시 선호 중간선호","새로운 경험 추구,여행 동반자와의 친밀감 및 유대감 증진,운동, 건강 증진 및 충전",30대,,,,,여자,,,,,C,C0
e007227,여,20,월평균 300만원 ~ 400만원 미만,41,경기도,미혼,기타,1,1,8,68.57142857,58200,116400,58200,116400,0,110800,5600,,N,2,시외/고속버스,쇼핑;지역 문화예술/공연/전시시설 관람,2인 여행(가족 외),2,,4.333333333,4.166666667,4.333333333,41480,"자연 선호 중간선호,자연 선호 중간선호,자연 선호 매우선호,중립,도시 선호 중간선호,중립,도시 선호 중간선호,도시 선호 약간선호","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식,일상적인 환경 및 역할에서의 탈출, 지루함 탈피,여행 동반자와의 친밀감 및 유대감 증진",20대,,,,,남자,,,,,B,B0
e007228,여,30,월평균 400만원 ~ 500만원 미만,11,서울특별시,기혼,전문가 및 관련 종사자,1,1,5,165,94400,188800,94400,188800,0,188800,0,,N,2,,"야외 스포츠, 레포츠 활동;Well-ness 여행;인플루언서 따라하기 여행;쇼핑;SNS 인생샷 여행",2인 가족 여행,2,,2.666666667,3.666666667,3.666666667,41610,"중립,도시 선호 매우선호,자연 선호 매우선호,자연 선호 매우선호,자연 선호 매우선호,도시 선호 매우선호,자연 선호 매우선호,도시 선호 매우선호","새로운 경험 추구,여행 동반자와의 친밀감 및 유대감 증진,쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",30대,,,,,남자,,,,,A,A0
e007231,여,60,월평균 300만원 ~ 400만원 미만,41,경기도,기혼,전문가 및 관련 종사자,2,1,9,52.5,6500,13000,6500,13000,0,6000,7000,,N,1,지하철,교육/체험 프로그램 참가;Well-ness 여행;SNS 인생샷 여행;친환경 여행(플로깅 여행);지역 문화예술/공연/전시시설 관람,2인 여행(가족 외),2,서울특별시 구로구,3.857142857,3.571428571,3.428571429,42150,"자연 선호 중간선호,자연 선호 약간선호,중립,도시 선호 약간선호,도시 선호 약간선호,중립,자연 선호 약간선호,도시 선호 약간선호","진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,새로운 경험 추구,일상적인 환경 및 역할에서의 탈출, 지루함 탈피",50대,,,,,여자,,,,,C,C0
e007236,남,30,소득없음 ,44,충청남도,기혼,전업주부,2,1,6,120,26200,52400,26200,52400,0,42800,9600,,N,1,자가용(승용/승합/트럭 등등),친환경 여행(플로깅 여행);시티투어;쇼핑,2인 가족 여행,2,,3.75,3,3,50110,"자연 선호 약간선호,자연 선호 매우선호,자연 선호 중간선호,도시 선호 약간선호,자연 선호 약간선호,자연 선호 약간선호,자연 선호 약간선호,도시 선호 매우선호","일상적인 환경 및 역할에서의 탈출, 지루함 탈피,새로운 경험 추구,여행 동반자와의 친밀감 및 유대감 증진",20대,,,,,남자,,,,,C,C0
e007239,남,40,월평균 200만원 ~ 300만원 미만,41,경기도,기혼,서비스 종사자,4,1,4,220,35566.66667,106700,35566.666667,106700,0,94900,11800,,N,1,자가용(승용/승합/트럭 등등),SNS 인생샷 여행;반려동물 동반 여행;인플루언서 따라하기 여행;친환경 여행(플로깅 여행);Well-ness 여행,3인 이상 여행(가족 외),3,경기도 수원시 권선구,5,4.5,4.5,50110,"자연 선호 중간선호,자연 선호 매우선호,자연 선호 중간선호,자연 선호 약간선호,도시 선호 약간선호,자연 선호 중간선호,도시 선호 약간선호,도시 선호 중간선호","새로운 경험 추구,여행 동반자와의 친밀감 및 유대감 증진,진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기",30대,60대,,,,여자,남자,,,,C,C0
e007242,여,20,월평균 300만원 ~ 400만원 미만,41,경기도,미혼,전문가 및 관련 종사자,1,1,5,142.5,664150,1328300,664150,1328300,0,1324000,4300,,N,2,자가용(승용/승합/트럭 등등),"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;시티투어;지역 문화예술/공연/전시시설 관람",2인 여행(가족 외),2,,4.666666667,5,5,50130,"자연 선호 약간선호,자연 선호 중간선호,자연 선호 매우선호,자연 선호 중간선호,자연 선호 약간선호,자연 선호 약간선호,도시 선호 중간선호,도시 선호 약간선호","여행 동반자와의 친밀감 및 유대감 증진,SNS 사진 등록 등 과시,일상적인 환경 및 역할에서의 탈출, 지루함 탈피",30대,,,,,남자,,,,,A,A0
e007243,여,40,소득없음 ,11,서울특별시,기혼,전업주부,1,1,6,300,62750,125500,62750,125500,0,75500,50000,,N,2,자가용(승용/승합/트럭 등등),교육/체험 프로그램 참가;SNS 인생샷 여행;인플루언서 따라하기 여행;지역 문화예술/공연/전시시설 관람,2인 가족 여행,2,서울특별시 마포구,3.75,3.75,3.5,50130,"자연 선호 약간선호,자연 선호 약간선호,중립,자연 선호 약간선호,중립,도시 선호 약간선호,자연 선호 약간선호,중립","역사 탐방, 문화적 경험 등 교육적 동기,여행 동반자와의 친밀감 및 유대감 증진,일상적인 환경 및 역할에서의 탈출, 지루함 탈피",10대,,,,,여자,,,,,B,B0
e007245,여,30,월평균 200만원 ~ 300만원 미만,41,경기도,미혼,사무 종사자,1,1,6,102,38600,38600,38600,38600,0,35500,3100,,N,2,시내/마을버스,쇼핑;Well-ness 여행;SNS 인생샷 여행;인플루언서 따라하기 여행,나홀로 여행,1,경기도 화성시,4.75,4.75,4.75,50110,"자연 선호 약간선호,자연 선호 약간선호,자연 선호 중간선호,자연 선호 약간선호,중립,자연 선호 약간선호,도시 선호 약간선호,도시 선호 중간선호","일상적인 환경 및 역할에서의 탈출, 지루함 탈피,새로운 경험 추구,SNS 사진 등록 등 과시",,,,,,,,,,,C,C0
e007249,여,30,소득없음 ,41,경기도,기혼,서비스 종사자,2,1,4,220,50276.66667,150830,50276.666667,150830,0,150830,0,,N,2,,"테마파크, 놀이시설, 동/식물원 방문;시티투어",자녀 동반 여행,3,,5,5,5,28110,"자연 선호 매우선호,자연 선호 매우선호,자연 선호 매우선호,자연 선호 매우선호,자연 선호 매우선호,자연 선호 매우선호,자연 선호 매우선호,도시 선호 매우선호","여행 동반자와의 친밀감 및 유대감 증진,새로운 경험 추구,일상적인 환경 및 역할에서의 탈출, 지루함 탈피",30대,~9세이하,,,,남자,남자,,,,C,B0
e007250,여,20,월평균 100만원 미만,41,경기도,미혼,학생,1,1,16,44,83800,167600,83800,167600,0,153800,13800,,N,2,버스 + 지하철,교육/체험 프로그램 참가;SNS 인생샷 여행;신규 여행지 발굴;인플루언서 따라하기 여행;지역 문화예술/공연/전시시설 관람,2인 여행(가족 외),2,,4.642857143,4.285714286,4.142857143,11680,"도시 선호 중간선호,자연 선호 중간선호,자연 선호 약간선호,자연 선호 약간선호,도시 선호 중간선호,자연 선호 매우선호,자연 선호 중간선호,도시 선호 매우선호","일상적인 환경 및 역할에서의 탈출, 지루함 탈피,여행 동반자와의 친밀감 및 유대감 증진,새로운 경험 추구",20대,,,,,남자,,,,,B,A0
e007255,남,20,월평균 200만원 ~ 300만원 미만,30,대전광역시,미혼,전문가 및 관련 종사자,2,1,11,54,124384,124384,124384,124384,0,80684,43700,,N,3,KTX/SRT(고속열차),쇼핑;온천/스파;SNS 인생샷 여행;시티투어;지역 문화예술/공연/전시시설 관람,나홀로 여행,1,서울특별시 성동구,4.444444444,4.333333333,4.444444444,50110,"중립,자연 선호 중간선호,자연 선호 중간선호,자연 선호 중간선호,중립,자연 선호 중간선호,자연 선호 약간선호,도시 선호 중간선호","SNS 사진 등록 등 과시,새로운 경험 추구,일상적인 환경 및 역할에서의 탈출, 지루함 탈피",,,,,,,,,,,A,A0
e007264,남,20,월평균 300만원 ~ 400만원 미만,41,경기도,기혼,전업주부,4,1,11,54,160400,320800,160400,320800,0,87800,5000,,N,2,지하철,시티투어;지역 문화예술/공연/전시시설 관람,2인 가족 여행,2,,4,4,4,47110,"자연 선호 약간선호,중립,자연 선호 약간선호,자연 선호 약간선호,중립,중립,중립,도시 선호 약간선호","여행 동반자와의 친밀감 및 유대감 증진,일상적인 환경 및 역할에서의 탈출, 지루함 탈피,새로운 경험 추구",20대,,,,,여자,,,,,A,A0
e007269,남,50,월평균 300만원 ~ 400만원 미만,11,서울특별시,기혼,관리자,1,1,4,140,95050,380200,95050,380200,0,344000,11000,,N,2,자가용(승용/승합/트럭 등등),"SNS 인생샷 여행;인플루언서 따라하기 여행;야외 스포츠, 레포츠 활동",3인 이상 여행(가족 외),4,,3,5,5,41610,"자연 선호 중간선호,중립,도시 선호 중간선호,자연 선호 약간선호,도시 선호 중간선호,도시 선호 중간선호,자연 선호 매우선호,자연 선호 매우선호","운동, 건강 증진 및 충전,일상적인 환경 및 역할에서의 탈출, 지루함 탈피,특별한 목적(칠순여행, 신혼여행, 수학여행, 인센티브여행)",40대,50대,40대,,,여자,남자,여자,,,A,A0
e007270,남,40,월평균 300만원 ~ 400만원 미만,41,경기도,기혼,사무 종사자,4,1,4,210,16500,33000,16500,33000,0,31000,2000,,N,1,자가용(승용/승합/트럭 등등),"쇼핑;테마파크, 놀이시설, 동/식물원 방문",자녀 동반 여행,2,,4,4,4,42150,"중립,중립,중립,중립,도시 선호 중간선호,도시 선호 중간선호,자연 선호 약간선호,도시 선호 약간선호","진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,여행 동반자와의 친밀감 및 유대감 증진,",50대,,,,,남자,,,,,C,C0
e007272,여,40,월평균 300만원 ~ 400만원 미만,42,강원도,기혼,사무 종사자,2,1,5,150,54116.66667,324700,54116.666667,324700,0,193700,55000,,N,1,"버스 + 지하철,자가용(승용/승합/트럭 등등)",지역 문화예술/공연/전시시설 관람,자녀 동반 여행,6,"강원도 춘천시,서울특별시 성북구",3.666666667,2.666666667,3.666666667,42210,"중립,중립,중립,중립,중립,중립,중립,중립","여행 동반자와의 친밀감 및 유대감 증진,새로운 경험 추구,일상적인 환경 및 역할에서의 탈출, 지루함 탈피",10대,10대,10대,30대,10대,여자,남자,남자,남자,여자,B,B0
e007276,여,20,월평균 100만원 미만,11,서울특별시,미혼,학생,8,1,5,165,77250,154500,77250,154500,0,119800,31500,,N,3,자가용(승용/승합/트럭 등등),SNS 인생샷 여행;인플루언서 따라하기 여행;시티투어,2인 여행(가족 외),2,,5,5,4.666666667,50110,"도시 선호 중간선호,자연 선호 중간선호,자연 선호 약간선호,자연 선호 매우선호,자연 선호 중간선호,도시 선호 매우선호,자연 선호 매우선호,도시 선호 매우선호","여행 동반자와의 친밀감 및 유대감 증진,일상적인 환경 및 역할에서의 탈출, 지루함 탈피,새로운 경험 추구",20대,,,,,남자,,,,,B,A0
e007277,남,60,월평균 100만원 ~ 200만원 미만,41,경기도,기혼,전문가 및 관련 종사자,3,1,4,240,11880,118800,11880,118800,0,118800,0,,N,2,,"Well-ness 여행;SNS 인생샷 여행;신규 여행지 발굴;야외 스포츠, 레포츠 활동;캠핑",3인 이상 여행(가족 외),10,,5,5,5,42210,"자연 선호 매우선호,중립,중립,중립,자연 선호 매우선호,중립,중립,중립","여행 동반자와의 친밀감 및 유대감 증진,쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식,일상적인 환경 및 역할에서의 탈출, 지루함 탈피",50대,10대,10대,60대,60대,여자,남자,남자,여자,여자,C,C0
e007289,여,30,월평균 100만원 ~ 200만원 미만,36,세종특별자치시,기혼,사무 종사자,3,1,5,97.5,30300,90900,30300,90900,0,37000,53900,,N,1,자가용(승용/승합/트럭 등등),드라마 촬영지 방문;SNS 인생샷 여행;인플루언서 따라하기 여행,자녀 동반 여행,3,,4.333333333,4.333333333,4.333333333,44180,"자연 선호 중간선호,도시 선호 중간선호,자연 선호 중간선호,자연 선호 중간선호,중립,자연 선호 중간선호,자연 선호 중간선호,도시 선호 매우선호","SNS 사진 등록 등 과시,일상적인 환경 및 역할에서의 탈출, 지루함 탈피,새로운 경험 추구",30대,~9세이하,,,,남자,여자,,,,C,C0
e007294,여,30,월평균 200만원 ~ 300만원 미만,41,경기도,기혼,사무 종사자,4,1,4,570,10000,10000,10000,10000,0,0,10000,,N,,버스 + 지하철,"테마파크, 놀이시설, 동/식물원 방문;Well-ness 여행;SNS 인생샷 여행;신규 여행지 발굴;야외 스포츠, 레포츠 활동",나홀로 여행,1,,3.5,3,3.5,42830,"자연 선호 중간선호,자연 선호 중간선호,자연 선호 중간선호,자연 선호 중간선호,도시 선호 약간선호,도시 선호 약간선호,자연 선호 중간선호,도시 선호 중간선호","새로운 경험 추구,일상적인 환경 및 역할에서의 탈출, 지루함 탈피,쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",,,,,,,,,,,C,C0
e007296,여,20,월평균 200만원 ~ 300만원 미만,41,경기도,미혼,전문가 및 관련 종사자,1,1,7,75,44350,88700,44350,88700,0,44600,8100,,N,1,지하철,쇼핑;SNS 인생샷 여행;시티투어;지역 문화예술/공연/전시시설 관람,2인 여행(가족 외),2,서울특별시 송파구,4.2,4.6,4.2,11110,"도시 선호 중간선호,자연 선호 중간선호,자연 선호 매우선호,자연 선호 약간선호,도시 선호 중간선호,자연 선호 중간선호,자연 선호 중간선호,도시 선호 중간선호","새로운 경험 추구,일상적인 환경 및 역할에서의 탈출, 지루함 탈피,여행 동반자와의 친밀감 및 유대감 증진",20대,,,,,남자,,,,,C,B0
e007301,남,30,월평균 300만원 ~ 400만원 미만,28,인천광역시,미혼,기타,4,1,6,72,53750,107500,53750,107500,0,39500,65000,,N,2,자가용(승용/승합/트럭 등등),Well-ness 여행;신규 여행지 발굴;반려동물 동반 여행,2인 여행(가족 외),2,인천광역시 서구,3.75,3.25,3.25,42210,"자연 선호 중간선호,자연 선호 중간선호,중립,자연 선호 중간선호,자연 선호 중간선호,자연 선호 중간선호,도시 선호 중간선호,중립","일상적인 환경 및 역할에서의 탈출, 지루함 탈피,쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식,진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기",30대,,,,,여자,,,,,B,B0
e007304,남,30,월평균 200만원 ~ 300만원 미만,41,경기도,미혼,장치․기계 조작 및 조립 종사자,3,1,7,110,75100,75100,75100,75100,0,68500,6600,,N,2,지하철,신규 여행지 발굴;인플루언서 따라하기 여행;역사 유적지 방문;시티투어;지역 문화예술/공연/전시시설 관람,나홀로 여행,1,,4.6,3.4,4.4,50130,"자연 선호 약간선호,자연 선호 중간선호,자연 선호 중간선호,자연 선호 약간선호,자연 선호 중간선호,자연 선호 약간선호,자연 선호 중간선호,도시 선호 약간선호","운동, 건강 증진 및 충전,새로운 경험 추구,일상적인 환경 및 역할에서의 탈출, 지루함 탈피",,,,,,,,,,,B,B0
e007306,남,20,월평균 200만원 ~ 300만원 미만,28,인천광역시,미혼,장치․기계 조작 및 조립 종사자,4,1,5,172.5,51625,103250,51625,103250,0,40300,25700,,N,1,자가용(승용/승합/트럭 등등),"테마파크, 놀이시설, 동/식물원 방문;쇼핑;시티투어;지역 문화예술/공연/전시시설 관람;SNS 인생샷 여행;신규 여행지 발굴;인플루언서 따라하기 여행",2인 여행(가족 외),2,,5,3.666666667,3.666666667,11440,"중립,자연 선호 매우선호,자연 선호 매우선호,도시 선호 약간선호,중립,중립,자연 선호 중간선호,도시 선호 매우선호","여행 동반자와의 친밀감 및 유대감 증진,새로운 경험 추구,",20대,,,,,여자,,,,,B,B0
e007308,남,20,월평균 200만원 ~ 300만원 미만,41,경기도,미혼,사무 종사자,1,1,7,60,58050,116100,58050,116100,0,84700,31400,,N,2,자가용(승용/승합/트럭 등등),"테마파크, 놀이시설, 동/식물원 방문;시티투어",2인 여행(가족 외),2,,5,4.25,4.25,42150,"자연 선호 매우선호,자연 선호 매우선호,자연 선호 매우선호,자연 선호 매우선호,자연 선호 매우선호,자연 선호 중간선호,도시 선호 중간선호,도시 선호 매우선호","일상적인 환경 및 역할에서의 탈출, 지루함 탈피,여행 동반자와의 친밀감 및 유대감 증진,새로운 경험 추구",20대,,,,,여자,,,,,B,B0
e007310,남,40,월평균 300만원 ~ 400만원 미만,41,경기도,기혼,사무 종사자,2,1,3,210,6000,12000,6000,12000,0,0,12000,,N,,버스 + 지하철,교육/체험 프로그램 참가;역사 유적지 방문;시티투어;지역 문화예술/공연/전시시설 관람;지역 축제/이벤트 참가,2인 가족 여행,2,,4,3,3,42820,"자연 선호 약간선호,자연 선호 약간선호,자연 선호 중간선호,도시 선호 약간선호,자연 선호 약간선호,자연 선호 약간선호,자연 선호 중간선호,도시 선호 약간선호","역사 탐방, 문화적 경험 등 교육적 동기,SNS 사진 등록 등 과시,새로운 경험 추구",~9세이하,,,,,남자,,,,,C,C0
e007311,남,30,월평균 300만원 ~ 400만원 미만,11,서울특별시,미혼,사무 종사자,4,1,7,60,14300,14300,14300,14300,0,9300,5000,,N,1,지하철,쇼핑;종교/성지 순례;Well-ness 여행;SNS 인생샷 여행;역사 유적지 방문,나홀로 여행,1,,3.8,3.2,3.4,42170,"도시 선호 매우선호,도시 선호 매우선호,도시 선호 약간선호,자연 선호 약간선호,도시 선호 중간선호,중립,자연 선호 약간선호,도시 선호 약간선호","SNS 사진 등록 등 과시,운동, 건강 증진 및 충전,역사 탐방, 문화적 경험 등 교육적 동기",,,,,,,,,,,C,C0
e007312,남,30,"월평균 1,000만원 이상",41,경기도,기혼,사무 종사자,1,1,5,142.5,31233.33333,93700,31233.333333,93700,0,84100,9600,,N,3,자가용(승용/승합/트럭 등등),교육/체험 프로그램 참가;시티투어,자녀 동반 여행,3,,5,5,5,42820,"도시 선호 약간선호,중립,도시 선호 중간선호,자연 선호 중간선호,도시 선호 약간선호,도시 선호 매우선호,자연 선호 매우선호,도시 선호 매우선호","여행 동반자와의 친밀감 및 유대감 증진,SNS 사진 등록 등 과시,일상적인 환경 및 역할에서의 탈출, 지루함 탈피",40대,~9세이하,,,,여자,남자,,,,C,C0
e007315,남,20,월평균 500만원 ~ 600만원 미만,41,경기도,미혼,전문가 및 관련 종사자,1,1,5,187.5,81550,163100,81550,163100,0,156500,6600,,N,2,자가용(승용/승합/트럭 등등),온천/스파;Well-ness 여행;SNS 인생샷 여행,2인 여행(가족 외),2,,5,5,5,50110,"중립,자연 선호 약간선호,자연 선호 중간선호,자연 선호 약간선호,도시 선호 중간선호,도시 선호 약간선호,자연 선호 약간선호,도시 선호 중간선호","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식,특별한 목적(칠순여행, 신혼여행, 수학여행, 인센티브여행),일상적인 환경 및 역할에서의 탈출, 지루함 탈피",20대,,,,,여자,,,,,B,A0
e007316,여,20,월평균 100만원 ~ 200만원 미만,41,경기도,미혼,학생,3,1,8,72.85714286,74780,149560,74780,149560,0,87400,12000,,N,1,시내/마을버스,"쇼핑;시티투어;SNS 인생샷 여행;지역 문화예술/공연/전시시설 관람;인플루언서 따라하기 여행;테마파크, 놀이시설, 동/식물원 방문",2인 여행(가족 외),2,,4,3.833333333,3.833333333,42150,"중립,자연 선호 중간선호,자연 선호 약간선호,도시 선호 중간선호,자연 선호 약간선호,도시 선호 중간선호,자연 선호 중간선호,도시 선호 중간선호","쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식,여행 동반자와의 친밀감 및 유대감 증진,일상적인 환경 및 역할에서의 탈출, 지루함 탈피",20대,,,,,남자,,,,,B,B0
